Epoch,Accuracy,TP,TN,FP,FN,TPR,TNR
8504,0.6219512224197388,246,60,140,46,0.8424657534246576,0.3
8505,0.6432865858078003,258,63,151,27,0.9052631578947369,0.29439252336448596
9001,0.6646341681480408,272,55,142,23,0.9220338983050848,0.27918781725888325
9002,0.6613226532936096,262,68,142,27,0.9065743944636678,0.3238095238095238
9003,0.5938697457313538,257,53,172,40,0.8653198653198653,0.23555555555555555
9004,0.6504064798355103,265,55,145,27,0.9075342465753424,0.275
9005,0.6593186259269714,268,61,153,17,0.9403508771929825,0.2850467289719626
9501,0.6869918704032898,280,58,139,15,0.9491525423728814,0.29441624365482233
9502,0.6653306484222412,270,62,148,19,0.9342560553633218,0.29523809523809524
9503,0.6264367699623108,274,53,172,23,0.9225589225589226,0.23555555555555555
9504,0.6605691313743591,263,62,138,29,0.9006849315068494,0.31
9505,0.6212424635887146,255,55,159,30,0.8947368421052632,0.2570093457943925
