ND,DC,EC,LC,CC,BC,FR
" Benard P, 2018, COMPUT FLUIDS",0.00020483408439164277,0.0003093765381250475,0.0,0.12254323652702126,0.0,0
" Benitz Ma, 2014, 33RD INTERNATIONAL CONFERENCE ON OCEAN",0.00020483408439164277,1.2574330085593756e-07,0.0,0.09258662216237744,0.0,0
" Doubrawa P, 2020, WIND ENERGY",0.0008193363375665711,0.0005019372234456606,0.003011658126897481,0.12557553309154512,0.003845875951007731,0
" Crawley Db, 2008, BUILD ENVIRON",0.00020483408439164277,1.2515328795044264e-08,0.0,0.10552709508678641,0.0,0
" Zheng J, 2017, 2017 51ST ANNUAL CONFERENCE ON INFORMATION SCIENCES AND SYSTEMS (CISS",0.00020483408439164277,2.0566679306466234e-09,0.0,0.08963225439256797,0.0,0
" Kanning Up, 2009, Z ARB ORGAN",0.00020483408439164277,9.515141601935144e-11,0.0,0.09059698999758754,0.0,0
" Zheng C, 2017, OPT ENG",0.00020483408439164277,3.282950953174576e-12,0.0,0.07468828883959305,0.0,0
" Larsen T J, 2007, P EWE",0.00020483408439164277,9.556745347952845e-08,0.0,0.09959403496603358,0.0,0
" Dfe, 2019, SCH PUPILS TYPE BOR",0.00020483408439164277,1.4519921424279566e-20,0.0,0.046110108899949945,0.0,0
" Biljecki F, 2016, ISPRS ANN PHOTO REM",0.00020483408439164277,1.2515328795044264e-08,0.0,0.10552709508678641,0.0,0
" Frontczak M, 2012, INDOOR AIR",0.0006145022531749283,2.0084322605161247e-09,0.01737253569717446,0.09414351003721773,0.011326202371338585,0
" Rajkovich Nb, 2016, INT J ENV RES PUB HE",0.00020483408439164277,7.619238294009592e-10,0.0,0.09472438347659054,0.0,0
" Natarajan A, 2012, WIND ENERGY",0.00020483408439164277,1.3612412082540025e-07,0.0,0.10826994300414716,0.0,0
" Sant T, 2019, 2 ASME INT OFFSHOR",0.00020483408439164277,0.00030708046145245453,0.0,0.11115411762027276,0.0,0
" Xie Jg, 2020, SCI TOTAL ENVIRON",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
"[Anonymous], 2017, 614001212019 IE",0.00020483408439164277,9.850915902594367e-08,0.0,0.0973110885207997,0.0,0
"Dong J, 2019, ENERGIES",0.00020483408439164277,6.204859851192692e-06,0.0,0.10836126340088341,0.0,0
" Ivanell S, 2007, WIND ENERGY",0.00020483408439164277,3.4086898737874654e-05,0.0,0.10885415505362439,0.0,0
" Hall M, 2015, OCEAN ENG",0.00040966816878328555,8.337773400464917e-08,0.0002943149594113098,0.10027317353708382,0.0002652766544954522,0
" Huang Wz, 2011, APPL MATH SCI",0.00020483408439164277,2.6726115889716182e-09,0.0,0.09486427141830053,0.0,0
"Aletta F, 2020, INTERNOIS",0.00020483408439164277,7.010023947350626e-12,0.0,0.08536606690097746,0.0,0
" Hoath Sd, 2015, J NON-NEWTON FLUID",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Bourisli Ri, 2018, J SOL ENERG-T ASME",0.00020483408439164277,1.2515328795044264e-08,0.0,0.10552709508678641,0.0,0
"Rey Jf1, 2022, ATMOSPHERE-BASEL",0.01106104055714871,1.3680539860340026e-08,0.019359275962499877,0.10471002059025394,0.019359275962499877,0
" Han Mj, 2020, SUSTAIN CITIES SOC",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Wong Cy, 1973, PHYS REV LETT",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Franke J, 2012, J WIND ENG IND AEROD",0.00020483408439164277,6.203372381829588e-10,0.0,0.09420891144516702,0.0,0
" [Anonymous], 2006, 140442006 IS",0.00040966816878328555,9.313099851844033e-08,0.11465269984416496,0.09509710345364941,0.11465269984416496,0
" Yu Rs, 2017, CHIN CONTR CONF",0.00020483408439164277,0.0003810757643651743,0.0,0.11382872065098278,0.0,0
" [Anonymous], 2014, MEASURING E GOVT EF",0.00020483408439164277,2.597778270243503e-09,0.0,0.09305605855555343,0.0,0
"Aca-Modes, 2020, ENERGY AND SOCIO E",0.00020483408439164277,1.2625599460647789e-08,0.0,0.08717701469616614,0.0,0
" United Nations, 2019, WORLD POPULATION PR",0.00020483408439164277,6.528736838958447e-10,0.0,0.09624825030065257,0.0,0
" Grimsditch G D, 2006, CORAL REEF RESILIENC",0.00020483408439164277,1.0130665711986209e-05,0.0,0.10414044668188314,0.0,0
" Richards Pj, 2001, J WIND ENG IND AEROD",0.00020483408439164277,1.1345059053813461e-07,0.0,0.11601435327107246,0.0,0
" Hewing Lukas, 2020, ARXIV PREPRINT ARXI",0.00020483408439164277,2.289516018830697e-06,0.0,0.1046673670218468,0.0,0
" Pfaffel S, 2017, ENERGIES",0.00020483408439164277,1.246990331661104e-07,0.0,0.0806315754702958,0.0,0
" Utnes T, 2007, GEOMETRIC MODELLIN",0.00020483408439164277,6.385949970817321e-10,0.0,0.094245284840061,0.0,0
" Solemma Llc Alertness Crc, 2018, ALFA AD LIGHT A",0.00020483408439164277,3.264736098016788e-16,0.0,0.05549303779482807,0.0,0
"Al Dakheel J, 2020, SUSTAIN CITIES SOC",0.00020483408439164277,6.969472216500429e-11,0.0,0.0909446545332613,0.0,0
" Jonkman, 2010, DEFINITION FLOATIN",0.00020483408439164277,1.2574330085593756e-07,0.0,0.09258662216237744,0.0,0
" Mthunzi M, 2019, ULTRA LOW COST THERM",0.00020483408439164277,1.0377821200412728e-09,0.0,0.09967944137043919,0.0,0
" Yu Zp, 2020, PHYS FLUIDS",0.00020483408439164277,0.0003810757643651743,0.0,0.11382872065098278,0.0,0
" Det Norske Veritas, 2010, REC PRACT DNV RP C2",0.00020483408439164277,1.2574330085593756e-07,0.0,0.09258662216237744,0.0,0
" Chinn S, 1991, THORAX",0.00020483408439164277,7.010023947350626e-12,0.0,0.08536606690097746,0.0,0
" Quaranta Hu, 2019, J FLUID MECH",0.00040966816878328555,6.777963223315162e-06,0.0003462204834810384,0.10842865074958356,0.0003103550345718331,0
" Kathirgamanathan Ca, 2020, BUILDING DATA GENOM",0.00020483408439164277,1.4994070256027432e-07,0.0,0.10884444741711814,0.0,0
" Forster P, 2007, AR4 CLIMATE CHANGE 2007: THE PHYSICAL SCIENCE BASIS",0.00020483408439164277,4.939872137862822e-10,0.0,0.08068754648376167,0.0,0
" Pigliautile I, 2020, BUILD ENVIRON",0.00020483408439164277,9.515141601935144e-11,0.0,0.09059698999758754,0.0,0
" Kroner A, 1994, GEOL RUNDSCH",0.00020483408439164277,1.1178481519539743e-05,0.0,0.10443004128430555,0.0,0
" Wang F, 2019, J FLUID MECH",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Cai Hm, 2018, ENERGY",0.00020483408439164277,1.880373381607444e-08,0.0,0.09529014502371519,0.0,0
" Dusing K, 2019, J PHYS C SERIES",0.00020483408439164277,1.0649922624009258e-05,0.0,0.10418044856063678,0.0,0
" D'Hulst R, 2015, APPL ENERG",0.00040966816878328555,8.643605036076382e-15,0.011270952478912065,0.06343472667974688,0.011270952478912065,0
" Wendt F F, 2016, P 26 INT OC POL ENG",0.00020483408439164277,6.204859851192692e-06,0.0,0.10836126340088341,0.0,0
" Kovalev Va, 2004, ELASTIC LIDAR THEOR",0.00040966816878328555,1.024373060161189e-05,0.0038403837916214443,0.1043140103843935,0.003806581901194263,0
" Li J, 2020, APPL ENERG",0.00020483408439164277,9.617744260874932e-12,0.0,0.08351437808987804,0.0,0
" Langevin D, 1990, COLLOID SURFACE",0.00020483408439164277,1.9397333162605193e-09,0.0,0.07782188003124352,0.0,0
" Rakipour D, 2019, ENERGY",0.00020483408439164277,5.874874848641831e-17,0.0,0.056212506764614444,0.0,0
" Candido C, P 9 WINDS C MAK COMF",0.0006145022531749283,1.4388762178260659e-10,0.0025452878563124123,0.08266030036741674,0.0021919111527560586,0
" Park Jy, 2018, RENEW SUST ENERG REV",0.00020483408439164277,3.97327706386507e-09,0.0,0.09450800472346439,0.0,0
" Bellia L, 2020, SOL ENERGY",0.00020483408439164277,2.0242355927781093e-11,0.0,0.080732913297283,0.0,0
" Sogachev A, 2012, BOUND-LAY METEOROL",0.00040966816878328555,5.742750260624069e-05,0.0007543616194276386,0.1086554939796577,0.0005275361466007854,0
" Yang T, 2021, APPL ENERG",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Panchal G, 2011, INT J COMPUTER THEOR",0.00020483408439164277,1.1345059053813461e-07,0.0,0.11601435327107246,0.0,0
" Valinejadshoubi M, 2021, SUSTAIN CITIES SOC",0.00020483408439164277,6.969472216500429e-11,0.0,0.0909446545332613,0.0,0
" Brookes L, 2000, ENERG POLICY",0.00020483408439164277,8.800447255136043e-12,0.0,0.07049310519096094,0.0,0
" Sorensen Jn, 1995, J WIND ENG IND AEROD",0.00020483408439164277,0.00041822110402086774,0.0,0.10776328278480454,0.0,0
" Radoev Bp, 1974, COLLOID POLYM SCI",0.00020483408439164277,1.7068769855001052e-12,0.0,0.06007358460383674,0.0,0
" Landau L, 1987, FLUID MECH-SOV RES",0.00040966816878328555,1.7255105472720752e-12,0.010596817110817967,0.06011204826694576,0.010596817110817967,0
" Thomson) Kelvin L (William, 1871, PHILOS MAG",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Bastine D, 2015, J PHYS CONF SER",0.00020483408439164277,0.00036154325136189487,0.0,0.10647532223942771,0.0,0
" Confederation Of Fire Protection Associations In Europe (Cfpa E), 2010, WIND TURB FIR PROT ",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Lasheen Er, 2021, APPL SCI-BASEL",0.00040966816878328555,6.910280681241847e-07,7.666791963030143e-08,0.08658945389404232,7.855099134051936e-08,0
" Zhu Yh, 2019, J COMPUT PHYS",0.00020483408439164277,1.5134227279183876e-05,0.0,0.10262986398705039,0.0,0
" Javanroodi K, 2020, URBAN CLIM",0.0008193363375665711,1.339888974257918e-07,0.020738435204414707,0.12268489432814816,0.021952354332913187,0
" Schroder D, 2021, J PHYS CONF SER",0.00020483408439164277,3.7031239747260596e-05,0.0,0.12071310239101946,0.0,0
" Vuichard P, 2019, ENERGY RES SOC SCI",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Garcia-Alvarez Mt, 2017, RENEW ENERG",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Bergstra J, 2012, J MACH LEARN RES",0.00020483408439164277,0.0003810757643651743,0.0,0.11382872065098278,0.0,0
" Viquerat J, 2021, J COMPUT PHYS",0.00020483408439164277,0.0003810757643651743,0.0,0.11382872065098278,0.0,0
" Lanzilao L, 2022, WIND ENERGY",0.00020483408439164277,0.0009668082491892344,0.0,0.1057007383029857,0.0,0
" [Anonymous], WORLD URBANIZATION ",0.00020483408439164277,6.588171340516661e-09,0.0,0.09945606779799132,0.0,0
" Kongnam C, 2009, P 2009 IEEE BUCH POW",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Tominaga Y, 2008, J WIND ENG IND AEROD",0.0006145022531749283,1.3409597258490684e-07,0.009670183440745729,0.11667981166798116,0.008415180129457531,0
" Winje E, 2020, VIRKEMIDLER REALISE",0.00020483408439164277,6.231395854215751e-09,0.0,0.0867001722637589,0.0,0
" Foen Fo For The E, 2018, FED CANT BUILD PROG",0.00020483408439164277,8.800447255136043e-12,0.0,0.07049310519096094,0.0,0
" De Luca F, 2021, AUTOMAT CONSTR",0.00020483408439164277,1.5521443211577202e-10,0.0,0.08883955380052044,0.0,0
" Zhu Yj, 2020, SCI TOTAL ENVIRON",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
" Bacon C, 2021, FOOD JUSTICE RESPON",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
" Hazen Bt, 2017, INT J PROD ECON",0.00020483408439164277,4.877516559913434e-11,0.0,0.07866453972704275,0.0,0
" Liu Ch, 2013, P IEEE",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Wandinger U, 2016, ATMOS MEAS TECH",0.00020483408439164277,1.6324109448964206e-07,0.0,0.0863749756727588,0.0,0
" Lago J, 2021, IEEE T CONTR SYST T",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Wang Sf, 2021, MAR STRUCT",0.00020483408439164277,1.1049115238925728e-05,0.0,0.10558643510608387,0.0,0
" Gautam Ms, 2016, CHINESE J PHYS",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Stevens Rg, 2014, CA-CANCER J CLIN",0.00020483408439164277,1.4352210507801342e-14,0.0,0.0623586966240468,0.0,0
" Jonkman J, 2009, DEFINITION 5MW REFE",0.00040966816878328555,0.0007754768252888052,9.367087474913821e-05,0.10997724764028745,8.787205527907522e-05,0
" Stevens Rjam, 2017, ANNU REV FLUID MECH",0.00020483408439164277,0.0007199573518664959,0.0,0.11146882206543827,0.0,0
" Frandsen S, 2007, THESIS RISE NATL LA",0.00020483408439164277,0.0007199573518664959,0.0,0.11146882206543827,0.0,0
" Doty Sp, 2008, WORLD ENERG ENG C WE",0.00020483408439164277,1.3883358802864816e-10,0.0,0.08003672311753036,0.0,0
" Melhem Fy, 2017, CAN J ELECT COMPUT E",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Barthelmie Rj, 2010, WIND ENERGY",0.00040966816878328555,0.0004671849365079641,0.0037272954003999617,0.12619878505880833,0.004091460852608359,0
" Eldemerdash As, 2021, J FLUID STRUCT",0.00020483408439164277,2.017071358352763e-07,0.0,0.0973770818789269,0.0,0
" Mahfouz Y, 2020, 2020 COREWIND D 1 ",0.00020483408439164277,9.445659234245742e-08,0.0,0.10002253682722449,0.0,0
" Merabet R, 2021, ACTUATOR LINE METHO",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Aksan Z, 2015, J ED PRACT",0.00020483408439164277,1.0649922624009258e-05,0.0,0.10418044856063678,0.0,0
" Klok L, 2021, P EGU GEN ASS 2021 O",0.00020483408439164277,1.0377821200412728e-09,0.0,0.09967944137043919,0.0,0
" Mccartney Kj, 2002, ENERG BUILDINGS",0.00020483408439164277,7.127857020250209e-13,0.0,0.07085939881272044,0.0,0
" Krah K, 2020, NRELTP7A407677",0.00020483408439164277,0.0026586540056018114,0.0,0.09280486645756107,0.0,0
" Lockley Sw, 2009, ENCY NEUROSCIENCE",0.00020483408439164277,7.127857020250209e-13,0.0,0.07085939881272044,0.0,0
" Welch Pd, 1967, IEEE T ACOUST SPEECH",0.00040966816878328555,1.317999063228729e-05,0.0009333090105909847,0.1191749054070548,0.0010996236403133456,0
" Chi C, 2021, ENERGIES",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Riziotis Va, 1997, EW C",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Gullo P, 2017, ENRGY PROCED",0.00020483408439164277,9.617744260874932e-12,0.0,0.08351437808987804,0.0,0
" Shoreline, DESIGN SIMULATE MOD",0.00020483408439164277,5.738646770750497e-06,0.0,0.09589659981535681,0.0,0
" Bentzen J, 2004, ENERG ECON",0.00020483408439164277,8.800447255136043e-12,0.0,0.07049310519096094,0.0,0
" Krzan M, 2002, COLLOID SURFACE A",0.00020483408439164277,1.1095869852152626e-11,0.0,0.06783853262002362,0.0,0
" Antonopoulos I, 2020, RENEW SUST ENERG REV",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Wagner D, 2019, METEOROL Z",0.00020483408439164277,1.5686747098271287e-05,0.0,0.10412267792778382,0.0,0
" Journee Jmj, 2001, OFFSHORE HYDRODYNAMI",0.00020483408439164277,8.190877348041268e-08,0.0,0.09854861826036053,0.0,0
" Kim I, 2013, BIM ARCHITECTURE DE",0.00020483408439164277,2.597778270243503e-09,0.0,0.09305605855555343,0.0,0
" Luo Zy, 2018, PHYS FLUIDS",0.00020483408439164277,1.7068769855001052e-12,0.0,0.06007358460383674,0.0,0
" Larsn X, LINKING CALCULATIO",0.00020483408439164277,0.0005271268299171423,0.0,0.10951836148686542,0.0,0
" Rashid M, 2009, ENVIRON PLANN B",0.00020483408439164277,1.1747204770249805e-12,0.0,0.07914917073328902,0.0,0
" Spyropoulos N, 2020, J PHYS CONF SER",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Sharma G, 2011, INT CONF ACOUST SPEE",0.00020483408439164277,1.0160749476166451e-10,0.0,0.08766227936291322,0.0,0
" Megavind, 2015, MEG LCOE MOD GUID D",0.00020483408439164277,9.263701130465406e-08,0.0,0.09400573816263262,0.0,0
" Yamaguchi A, EWEA 2015 PARI",0.00020483408439164277,5.547028661339296e-10,0.0,0.08158831492220532,0.0,0
" Van Amerongen G, 2013, LEGIONELLA SOLAR WA",0.00020483408439164277,3.413564994552725e-06,0.0,0.11640716278404349,0.0,0
" Delorme-Costil A, 2017, 2017 16TH IEEE INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS (ICMLA)",0.00020483408439164277,3.413564994552725e-06,0.0,0.11640716278404349,0.0,0
" Gottschall J, 2017, WIRES ENERGY ENVIRON",0.00040966816878328555,9.95164664026575e-08,0.001023121282005378,0.09733048904483742,0.0010231212820053781,0
" Yu Yh, 2000, PROG AEROSP SCI",0.00020483408439164277,4.292868599951365e-08,0.0,0.08920968478757424,0.0,0
" Vander Laan M P, 2014, THESIS TU DENMAR",0.00020483408439164277,0.00041822110402086774,0.0,0.10776328278480454,0.0,0
" Van Der Laan Mp, 2018, J PHYS CONF SER",0.00040966816878328555,0.0005763180930328676,0.00037336114851606024,0.11419615915417183,0.0004471368293143192,0
" Papadakis G, 2014, J PHYS CONF SER",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Li A, 2022, WIND ENERGY SCI DISC",0.00020483408439164277,2.1713007793381117e-05,0.0,0.12064151036647144,0.0,0
" Basheer Ia, 2000, J MICROBIOL METH",0.00020483408439164277,1.1345059053813461e-07,0.0,0.11601435327107246,0.0,0
" De Luca F, 2019, COMM COM INF SC",0.00020483408439164277,6.804623638881072e-10,0.0,0.09591167167639143,0.0,0
" Giostri A, 2013, J SOL ENERG-T ASME",0.00020483408439164277,3.282950953174576e-12,0.0,0.07468828883959305,0.0,0
" Roshko A, 1961, J FLUID MECH",0.00020483408439164277,1.3024495558804564e-07,0.0,0.10058306034571564,0.0,0
" Van Der Laan Mp, 2015, J PHYS C SOLID STATE",0.00020483408439164277,4.919126311572526e-05,0.0,0.10837569649477213,0.0,0
" Strelets M, 2001, AIAA FLUID DYNAMICS",0.00040966816878328555,4.251011749295946e-05,7.08812205827059e-05,0.1242207577415333,0.00010011236794317568,0
"Huber B1, 2021, J PHYS CONF SER",0.0016386726751331422,4.328356211735189e-07,0.006350712031448031,0.10534265492836181,0.006858643240628984,1
" Mahr T, 1998, EUROPHYS LETT",0.00020483408439164277,1.8633561771969974e-14,0.0,0.053691422789710425,0.0,0
" Kim Gw, 2018, INT J IND ERGONOM",0.00020483408439164277,7.010023947350626e-12,0.0,0.08536606690097746,0.0,0
" Rajan Gk, 2020, PHYS FLUIDS",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Berkovsky B M, 1993, MAGNETIC FLUIDS ENG",0.00020483408439164277,1.8633561771969974e-14,0.0,0.053691422789710425,0.0,0
" European Commission, COPERNICUS PROGRAMM",0.00020483408439164277,2.597778270243503e-09,0.0,0.09305605855555343,0.0,0
" Van Bussel Gjw, 2015, P 14 INT C WIND EN",0.00020483408439164277,0.00036154325136189487,0.0,0.10647532223942771,0.0,0
" Liu Sc, 2019, BUILD ENVIRON",0.00040966816878328555,6.645888652836688e-09,0.0002283727823917675,0.09574989703257693,0.0003092832315950534,0
" Motta-Mena J, 2014, P 32 ASME WIND EN S",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Ashrae, 2010, ANSIASHRAE STANDAR",0.00020483408439164277,3.859606077835533e-12,0.0,0.0807703125258508,0.0,0
" Roth J, 2021, ENERGIES",0.00020483408439164277,1.4994070256027432e-07,0.0,0.10884444741711814,0.0,0
" Kho J, 2019, WHY RANDOM FOREST I",0.00020483408439164277,8.800447255136043e-12,0.0,0.07049310519096094,0.0,0
" Iec, 2019, 6140031 IE",0.00040966816878328555,2.3116247349052607e-05,0.004806374865126103,0.11939641468365575,0.004200614153835844,0
" Cai Wj, 2018, BUILD ENVIRON",0.00020483408439164277,2.0242355927781093e-11,0.0,0.080732913297283,0.0,0
" Heinz J C, 2013, THESIS TU DENMARK L",0.00020483408439164277,2.079710969957834e-05,0.0,0.12310563078397256,0.0,0
" Angeli C, 2005, INT J HEAT MASS TRAN",0.00020483408439164277,1.164468863033975e-05,0.0,0.10424718669257543,0.0,0
" Voutsinas Sg, P 35 AER SCI M EXH R",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Spudic V, 2011, AUTOMATIKA",0.00020483408439164277,0.00028037470334343434,0.0,0.10433630399008356,0.0,0
" Mirinejad H, 2008, J COMPUTER SCI",0.00020483408439164277,4.385115996005842e-06,0.0,0.11636276963413181,0.0,0
" Allen C, 2020, 2020 DEFINITION UMA",0.00020483408439164277,9.445659234245742e-08,0.0,0.10002253682722449,0.0,0
" Shi Zm, 2021, SUSTAIN CITIES SOC",0.00020483408439164277,8.066745904142321e-10,0.0,0.09957372167492709,0.0,0
" Skaran A M, 2014, NTNU TRONDHEIM",0.00020483408439164277,5.212158065084521e-12,0.0,0.0695213818834285,0.0,0
" Castro-Santos L, 2018, J CLEAN PROD",0.00020483408439164277,1.1668056733511443e-05,0.0,0.09258662216237744,0.0,0
" Vazquez-Canteli Jr, 2019, SUSTAIN CITIES SOC",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Mourshed M, 2011, APPL ENERG",0.00020483408439164277,1.2515328795044264e-08,0.0,0.10552709508678641,0.0,0
" Spinner J, 2010, RIGHT SIZING HVAC",0.00020483408439164277,1.3883358802864816e-10,0.0,0.08003672311753036,0.0,0
"Bayomi N, 2021, ENERG BUILDINGS",0.00020483408439164277,1.2702413559648543e-12,0.0,0.07178672783684033,0.0,0
" Wagiman Kr, 2020, J BUILD ENG",0.00020483408439164277,1.8932158727903568e-08,0.0,0.09478323334692372,0.0,0
" Karakashev Si, 2010, COLLOID SURFACE A",0.00020483408439164277,1.7068769855001052e-12,0.0,0.06007358460383674,0.0,0
" Rasheed A, 2020, IEEE ACCESS",0.00040966816878328555,1.528977768623483e-05,0.0012274937448177733,0.102655760455874,0.0012274937448177733,0
" Hobday R, 2016, PERSPECT PUBLIC HEAL",0.00020483408439164277,1.3382602787012225e-13,0.0,0.07038537506668012,0.0,0
" Pawar S, 2020, PHYS FLUIDS",0.00040966816878328555,1.528977768623483e-05,0.0012274937448177733,0.102655760455874,0.0012274937448177733,0
" Frederik Ja, 2020, WIND ENERGY",0.00020483408439164277,9.194246646142987e-06,0.0,0.12761730492746046,0.0,0
" Wagner R, 2011, WIND ENERGY",0.00020483408439164277,0.00035725572126793736,0.0,0.10864098626966642,0.0,0
" Mcneel R, 2010, RHINOCEROS 3",0.00020483408439164277,8.066745904142321e-10,0.0,0.09957372167492709,0.0,0
" Pryor Sc, 2020, J APPL METEOROL CLIM",0.00020483408439164277,4.490037273051889e-05,0.0,0.10440324201792092,0.0,0
" Ashtiani A, 2014, ENERG BUILDINGS",0.00020483408439164277,1.0377821200412728e-09,0.0,0.09967944137043919,0.0,0
"Barcons J, 2019, WIND ENERGY",0.00020483408439164277,8.236239490515425e-06,0.0,0.10241456711909207,0.0,0
" Gehl J, 2011, LIFE BUILDINGS USIN",0.00020483408439164277,1.0786990310045209e-11,0.0,0.08651579861418775,0.0,0
" Iec, 2009, 6244311 IECTS",0.00020483408439164277,1.3698329527176133e-09,0.0,0.07820835269051471,0.0,0
" Cai M, 2018, URBAN CLI",0.00020483408439164277,7.619238294009592e-10,0.0,0.09472438347659054,0.0,0
" Givoni B, 2010, THERMAL COMFORT ISSU",0.00020483408439164277,6.528736838958447e-10,0.0,0.09624825030065257,0.0,0
" Jia Hm, 2012, PHYS REV C",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Luo Fj, 2020, IEEE T SMART GRID",0.00020483408439164277,1.1946553572742683e-09,0.0,0.0926217534007475,0.0,0
" Koskela J, 2019, APPL ENERG",0.00020483408439164277,2.2981176228500297e-16,0.0,0.056404746224856445,0.0,0
" Chaviaropoulos P K, 2017, INNWIND DELIVERABLES",0.00020483408439164277,9.556745347952845e-08,0.0,0.09959403496603358,0.0,0
" Krakov Ms, 2021, J FLUID MECH",0.00020483408439164277,1.8633561771969974e-14,0.0,0.053691422789710425,0.0,0
" Soto Magan Ve, 2021, THESIS EPF",0.00020483408439164277,3.264736098016788e-16,0.0,0.05549303779482807,0.0,0
" Stringer D, 2019, BLOOMBERG MARKET",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
"Sadeghfar M21, 2021, J PHYS CONF SER",0.0024580090126997134,1.9914160961014135e-07,0.010604038559731929,0.1124625662289795,0.009393444567128713,1
" Tucker M J, 2001, WAVES OCEAN ENG ELS",0.00020483408439164277,5.348082853657932e-10,0.0,0.08318140771157417,0.0,0
" Hansen Ks, 2015, J PHYS CONF SER",0.00040966816878328555,0.0012470841817836384,0.00013195524085507493,0.11211390515558617,0.00013167716350740395,0
" Zha Y, 2003, INT J REMOTE SEN",0.00020483408439164277,7.619238294009592e-10,0.0,0.09472438347659054,0.0,0
" Kreider J, 1994, PREDICTING HOURLY B",0.00020483408439164277,1.4994070256027432e-07,0.0,0.10884444741711814,0.0,0
" Goodrich Fc, 1962, J PHYS CHEM-US",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" [Anonymous], 2019, DTSCH WELL",0.00020483408439164277,0.0026586540056018114,0.0,0.09280486645756107,0.0,0
" Gunay B, 2017, BUILD ENVIRON",0.00020483408439164277,1.3883358802864816e-10,0.0,0.08003672311753036,0.0,0
" Fusaro G, 2020, APPL ACOUST",0.00020483408439164277,7.010023947350626e-12,0.0,0.08536606690097746,0.0,0
" International Energy Agency, 2020, BUILDINGS SOURCE EN",0.00020483408439164277,8.066745904142321e-10,0.0,0.09957372167492709,0.0,0
" Bhattacharya J, 2021, INDIAN J POWER RIVER",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Entso-E, ENTSO E TRANSP PLAT",0.00020483408439164277,1.880373381607444e-08,0.0,0.09529014502371519,0.0,0
" Koberinski A, 2015, PHYS FLUIDS",0.00020483408439164277,1.164468863033975e-05,0.0,0.10424718669257543,0.0,0
" Azis Aaa, 2012, IEEE SYMP BUS ENG",0.00020483408439164277,8.562556636067013e-12,0.0,0.08245646629621498,0.0,0
" Peters T, 2021, ARCHNET-IJAR",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
" Antonini Ega, 2021, APPL ENERG",0.00020483408439164277,0.0004301536967607035,0.0,0.1094496132720547,0.0,0
" Power En, 2010, CISC VIS NETW IND G",0.00020483408439164277,9.617744260874932e-12,0.0,0.08351437808987804,0.0,0
" [Anonymous], SIMPACK VERSION 2019.",0.00020483408439164277,3.028730467486224e-08,0.0,0.09788078673536901,0.0,0
" Tartarini F, 2020, SOFTWAREX",0.00020483408439164277,1.1747204770249805e-12,0.0,0.07914917073328902,0.0,0
