ND,DC,EC,LC,CC,BC,FR
" Stieren A, 2021, RENEW ENERG",0.00040966816878328555,0.0007458162650954246,0.0009970013329544405,0.1270659274875719,0.0020587215779709132,0
" Rinaldi G, 2017, OCEAN ENG",0.00020483408439164277,5.738646770750497e-06,0.0,0.09589659981535681,0.0,0
" Popko W, 2018, IWES WIND TURBINE I",0.00020483408439164277,9.850915902594367e-08,0.0,0.0973110885207997,0.0,0
" Li B, 2021, SUSTAIN CITIES SOC",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
" Liu Y, 2014, COMPUT MODEL NEW TEC",0.00020483408439164277,1.0398870943008462e-12,0.0,0.06204013165419171,0.0,0
" O Federal De La Statistique, CONSTR LO",0.00020483408439164277,1.2688574616015623e-14,0.0,0.055352101497749405,0.0,0
" Maddalena Et, 2020, CONTROL ENG PRACT",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Lim J, 2020, INT ARCH PHOTOGRAMME",0.00020483408439164277,1.941116922138592e-09,0.0,0.09277312201888908,0.0,0
" Tran Tt, 2018, WIND ENERGY",0.00020483408439164277,0.00030708046145245453,0.0,0.11115411762027276,0.0,0
"Kruisselbrink Tw, 2020, BUILD ENVIRON",0.00020483408439164277,2.3967525333545764e-16,0.0,0.06138641250361503,0.0,0
" Su Ky, 2020, WIND ENERGY",0.00020483408439164277,5.805280861988977e-08,0.0,0.089810334995125,0.0,0
" Hussein Aaa, 1982, J VOLCANOL GEOTH RES",0.00020483408439164277,1.1178481519539743e-05,0.0,0.10443004128430555,0.0,0
" El Kasmi A, 2008, J WIND ENG IND AEROD",0.00040966816878328555,0.00046741236713659305,0.00016817631452722978,0.11237196455288295,0.00017213536005966575,0
" Energyplus, 2016, WEATH DAT EN WWW ",0.00020483408439164277,9.617744260874932e-12,0.0,0.08351437808987804,0.0,0
" Ashrae, 2014, ASHRAE DAT SER",0.00020483408439164277,9.617744260874932e-12,0.0,0.08351437808987804,0.0,0
" Hagino K, 1999, COMPUT PHYS COMMUN",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Shen Wz, 2005, J SOL ENERG-T ASME",0.00040966816878328555,3.28352979850234e-05,0.003467447938767214,0.12419547686280495,0.00514167574992579,0
" Kain Js, 2004, J APPL METEOROL",0.00020483408439164277,4.490037273051889e-05,0.0,0.10440324201792092,0.0,0
" Hong Tz, 2018, BUILD SIMUL-CHINA",0.00020483408439164277,3.413564994552725e-06,0.0,0.11640716278404349,0.0,0
" Taboga V, 2022, IEEE TETCI",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Franco A, 2020, BUILDINGS-BASEL",0.00020483408439164277,1.7114721830359476e-18,0.0,0.05075213373114468,0.0,0
" Gan G, 2001, BUILD SERV ENG RES T",0.00020483408439164277,1.0377821200412728e-09,0.0,0.09967944137043919,0.0,0
" Langtry Rb, 2006, J TURBOMACH",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Ntakolia C, 2022, ENERGY SYST",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Bressi S, 2021, INT J PAVEMENT ENG",0.00020483408439164277,3.1595707175798164e-12,0.0,0.0700983559480221,0.0,0
" Vitulli Ja, 2019, J PHYS CONF SER",0.00020483408439164277,1.3281677685477864e-05,0.0,0.11423891423891423,0.0,0
" Femp, 2015, MV GUID MEAS VER PE",0.00020483408439164277,1.2515328795044264e-08,0.0,0.10552709508678641,0.0,0
" Xie Q, 2013, DES AUT TEST EUROPE",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" [Anonymous], 2006, 14044 IS",0.00020483408439164277,4.939872137862822e-10,0.0,0.08068754648376167,0.0,0
" Kragh Ka, 2014, WIND ENERGY",0.00020483408439164277,5.201124680212222e-06,0.0,0.10096163788646469,0.0,0
" Liu Dd, 2013, ASIA CONTROL CONF A",0.00020483408439164277,1.4994070256027432e-07,0.0,0.10884444741711814,0.0,0
" Quintana M, 2021, BUILD SIMUL-CHINA",0.00020483408439164277,1.4994070256027432e-07,0.0,0.10884444741711814,0.0,0
" Nutkiewicz A, 2018, APPL ENERG",0.00020483408439164277,1.4994070256027432e-07,0.0,0.10884444741711814,0.0,0
" Moazami A, 2019, APPL ENERG",0.00020483408439164277,1.2515328795044264e-08,0.0,0.10552709508678641,0.0,0
" Eslamirad N, 2018, E-ENERGY'18: PROCEEDINGS OF THE 9TH ACM INTERNATIONAL CONFERENCE ON FUTURE ENERGY SYSTEMS",0.00020483408439164277,6.804623638881072e-10,0.0,0.09591167167639143,0.0,0
" Openmvs, 2020, OPENMVS OPEN MULTIV",0.00020483408439164277,9.065669630396694e-15,0.0,0.06412125510592748,0.0,0
" Campos A, 2015, PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN",0.00020483408439164277,3.028730467486224e-08,0.0,0.09788078673536901,0.0,0
" Datta, 2018, ARXIV18040926",0.00020483408439164277,1.5555040705095267e-07,0.0,0.08519029088942014,0.0,0
" Lemaitre Rw, 1984, AUST J EARTH SCI",0.00040966816878328555,6.910280681241847e-07,7.666791963030143e-08,0.08658945389404232,7.855099134051936e-08,0
" Mutlu Sumer B, 2006, HYDRODYNAMICS CYLIN",0.00020483408439164277,1.1049115238925728e-05,0.0,0.10558643510608387,0.0,0
" Borro M, 2020, INT J ENV RES PUB HE",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
" Khokhryakova C A, 2021, J PHYS C SERIES",0.00020483408439164277,1.8633561771969974e-14,0.0,0.053691422789710425,0.0,0
"Andersen Sj, 2021, TECH RE",0.00020483408439164277,2.1713007793381117e-05,0.0,0.12064151036647144,0.0,0
" Rossi C, 2017, FRONT MECH ENG-PRC",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Sarran L, 2020, BUILD ENVIRON",0.00020483408439164277,5.1862071358098774e-11,0.0,0.08165108461139636,0.0,0
" [Anonymous], 2016, EUROPEAN OFFSHORE W",0.00020483408439164277,1.246990331661104e-07,0.0,0.0806315754702958,0.0,0
" Vogler-Finck Pjc, 2019, INVERSE MODEL IDENTI",0.00020483408439164277,1.1946553572742683e-09,0.0,0.0926217534007475,0.0,0
" Stansberg C T, 2011, MAT TECHN JAN VUGTS",0.00020483408439164277,5.8279194787340104e-08,0.0,0.08725180061837613,0.0,0
" Wienold J, LIGHT RES TECHNOL",0.00020483408439164277,9.065669630396694e-15,0.0,0.06412125510592748,0.0,0
" Zilitinkevich S, 2002, BOUND-LAY METEOROL",0.00020483408439164277,0.0004301536967607035,0.0,0.1094496132720547,0.0,0
" Mao F, 2019, FRONT EARTH SC-SWITZ",0.00020483408439164277,1.0377821200412728e-09,0.0,0.09967944137043919,0.0,0
" Andersen Jb, 2015, J HEPATO-BIL-PAN SCI",0.00020483408439164277,2.0242355927781093e-11,0.0,0.080732913297283,0.0,0
" Langer Hj, 2005, P 31 EUR ROT FOR FL",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Bunning F, 2020, INPUT CONVEX NEURA",0.00020483408439164277,3.085953502457781e-08,0.0,0.09530502684236213,0.0,0
" Brockerhoff M, 2018, POPUL DEV REV",0.00040966816878328555,1.2003876187865127e-07,0.0002541449257151814,0.11606399923923638,0.000251635132026806,0
" Patyn C, P 2018 IEEE INT EN C",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Lucariello J, 2016, AM PSYCHOL AS",0.00020483408439164277,1.0649922624009258e-05,0.0,0.10418044856063678,0.0,0
" Equinor, 2021, HYWIND SCOTLAND REM",0.00020483408439164277,5.738646770750497e-06,0.0,0.09589659981535681,0.0,0
" Swiss Federal O Ffice Of Energy, AL VERS NEU FELDT ",0.00040966816878328555,1.967484543426844e-08,0.0006758352247836829,0.09539068758670549,0.0006997220873350487,0
" Wienold J, 2009, P BUILDING SIMULATIO",0.00020483408439164277,1.822349742195597e-16,0.0,0.056863316056141165,0.0,0
" Berquist J, 2018, ASHRAE TRAN",0.00020483408439164277,1.3883358802864816e-10,0.0,0.08003672311753036,0.0,0
"Roggeri S1, 2021, J PHYS CONF SER",0.0020483408439164277,1.132944539734606e-10,0.0036839919959854033,0.08986488973971947,0.0036839919959854024,1
"Alfano Frd, 2014, ANN OCCUP HYG",0.00020483408439164277,3.859606077835533e-12,0.0,0.0807703125258508,0.0,0
" Castillo-Castellanos A, 2021, PHYS REV FLUID",0.00020483408439164277,5.731033721224685e-07,0.0,0.09897216534555112,0.0,0
" Doubrawa P, 2019, J PHYS CONF SER",0.00040966816878328555,5.771222124620529e-05,0.002071334680945118,0.12212021912599745,0.0019185842180120553,0
" Gautam Ms, 2015, PHYS REV C",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Zhang X, 2017, NAT COMMUN",0.00020483408439164277,2.6534030757455096e-10,0.0,0.08828050125675847,0.0,0
" Schlangen Ljm, 2021, FRONT NEUROL",0.00020483408439164277,3.264736098016788e-16,0.0,0.05549303779482807,0.0,0
" Faniel Im, 2016, J ASSOC INF SCI TECH",0.00020483408439164277,4.877516559913434e-11,0.0,0.07866453972704275,0.0,0
" Chang Am, 2011, J PHYSIOL-LONDON",0.00020483408439164277,1.2263829271099902e-15,0.0,0.06215703499993634,0.0,0
" Akpan-Idiok P, 2017, WORLD J PHARM MEDICA",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
" Yang Y, 2015, APPL THERM ENG",0.00020483408439164277,7.127857020250209e-13,0.0,0.07085939881272044,0.0,0
" Crameri R, 1988, RADIAT PROT DOSIM",0.00020483408439164277,1.0164581002536279e-09,0.0,0.09478691389185516,0.0,0
" Krawczyk M, 2003, ASS WATER TECHNOL",0.00020483408439164277,3.413564994552725e-06,0.0,0.11640716278404349,0.0,0
" Parycek P, 2014, J THEOR APPL EL COMM",0.00020483408439164277,2.597778270243503e-09,0.0,0.09305605855555343,0.0,0
" Sergievskaya I, 2019, MAR POLLUT BULL",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Bunzel K, 2019, ENERGY RES SOC SCI",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Blocken B, 2015, BUILD ENVIRON",0.00040966816878328555,1.1408918553521634e-07,0.004497117425031187,0.11607503744739532,0.004497117425031187,0
" Wania A, 2012, J ENVIRON MANAGE",0.00020483408439164277,6.804623638881072e-10,0.0,0.09591167167639143,0.0,0
" Baghaee S, P 26 SIGN PROC COMM",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Raghavendran K, 2011, CRIT CARE CLIN",0.00020483408439164277,6.961872010461954e-10,0.0,0.07747853549380267,0.0,0
" Kim Y, 2014, OCEAN ENG",0.00020483408439164277,1.3698329527176133e-09,0.0,0.07820835269051471,0.0,0
" Dong Hm, 2006, PHYS FLUIDS",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Helseth A, 2013, IET GENER TRANSM DIS",0.00020483408439164277,1.1946553572742683e-09,0.0,0.0926217534007475,0.0,0
" Stelson Ph, 1988, PHYS LETT B",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Roi Choudhury Ak, 2011, G SONG",0.00020483408439164277,6.528736838958447e-10,0.0,0.09624825030065257,0.0,0
" Chamon Lc, 2002, PHYS REV C",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Smarra F, 2018, APPL ENERG",0.0006145022531749283,5.733940548408e-06,0.007097692688052971,0.11695934452935962,0.007817574508797848,0
" Lemouari M, 2009, ENERG CONVERS MANAGE",0.00020483408439164277,9.617744260874932e-12,0.0,0.08351437808987804,0.0,0
" U N E Programme, 2020, 2020 GLOB STAT REP ",0.00020483408439164277,1.2688574616015623e-14,0.0,0.055352101497749405,0.0,0
" Bluyssen Pm, 2018, BUILD ENVIRON",0.00020483408439164277,6.932125935690174e-11,0.0,0.08336890998821701,0.0,0
" Schepers J, 2021, IEA WIND TCP TASK 29",0.00020483408439164277,2.1713007793381117e-05,0.0,0.12064151036647144,0.0,0
" Frontczak M, 2012, BUILD ENVIRON",0.00020483408439164277,9.515141601935144e-11,0.0,0.09059698999758754,0.0,0
" Schild Pg, 2009, MANAGEMEN",0.00020483408439164277,9.617744260874932e-12,0.0,0.08351437808987804,0.0,0
" Hinde Dj, 2021, PROG PART NUCL PHYS",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Hosseini Mr, 2020, INDOOR BUILT ENVIRON",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
" Veers P, 1988, 3 DIMENSIONAL WIND ",0.00020483408439164277,1.206713211012688e-05,0.0,0.11578323253883553,0.0,0
" Gazzola M, 2016, J FLUID MECH",0.00020483408439164277,0.0003810757643651743,0.0,0.11382872065098278,0.0,0
" [Anonymous], 2001, STAND EP PROT CHAR ",0.00020483408439164277,2.6726115889716182e-09,0.0,0.09486427141830053,0.0,0
" Go~Cmen T, 2016, RENEW SUST ENERG REV",0.00020483408439164277,0.0003168487606433181,0.0,0.10575569178779543,0.0,0
" Correa-Jullian C, 2020, APPL ENERG",0.00020483408439164277,3.413564994552725e-06,0.0,0.11640716278404349,0.0,0
" Brocklehurst A, 2013, PROG AEROSP SCI",0.00040966816878328555,6.16032058121982e-07,0.0006026963465159849,0.0990323954804552,0.00041566735359301505,0
" Thu Hnp, 2020, J ENVIRON RADIOACTIV",0.00020483408439164277,1.0164581002536279e-09,0.0,0.09478691389185516,0.0,0
" Zheng Zp, 2020, FLUIDS",0.00020483408439164277,5.309042932978693e-08,0.0,0.10005943719128528,0.0,0
" International Electrotechnical Commision, 2019, 61400312019 IE",0.00040966816878328555,3.530758868010503e-06,0.0033794519995296868,0.10939565733748627,0.0019231384854918737,0
" Weis Ea, 2018, INQ J",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Liddiard R, 2021, BUILDINGS CITIES",0.00020483408439164277,1.4519921424279566e-20,0.0,0.046110108899949945,0.0,0
" Woinarski Jcz, 2017, BIOL CONSERV",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Fouques S, 2020, AM SOC MECH ENG DIG",0.00020483408439164277,5.8279194787340104e-08,0.0,0.08725180061837613,0.0,0
" Irsn, 2009, RAD EN",0.00020483408439164277,1.0164581002536279e-09,0.0,0.09478691389185516,0.0,0
" Chinazzo G, 2021, BUILD RES INF",0.00020483408439164277,3.97327706386507e-09,0.0,0.09450800472346439,0.0,0
" Micallef D, 2018, ENERGIES",0.00020483408439164277,2.784607203632099e-07,0.0,0.09995700333736,0.0,0
" Andersen Sj, 2017, J PHYS CONF SER",0.00020483408439164277,2.079710969957834e-05,0.0,0.12310563078397256,0.0,0
" Sarmast S, 2012, EXPT RESULTS NREL S",0.00020483408439164277,6.204859851192692e-06,0.0,0.10836126340088341,0.0,0
"Angskog P, 2015, IEEE INT SYMP ELEC",0.00020483408439164277,2.700326954383561e-10,0.0,0.0802208455888394,0.0,0
" Geisler-Moroder D, 2010, 5 EUR C COLOUR GRAPH",0.00020483408439164277,2.0242355927781093e-11,0.0,0.080732913297283,0.0,0
"Ning X1, 2021, J PHYS CONF SER",0.00368701351904957,0.00017686519763653323,0.010917576486310542,0.11827696482217269,0.01026465964141491,0
" Graham Jb, 2009, ENERG POLICY",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Karava P, 2011, BUILD ENVIRON",0.00020483408439164277,1.1722583980676655e-08,0.0,0.09172381399718177,0.0,0
" Walia D, 2017, P 27 INT OC POL EN",0.00020483408439164277,1.6523567110364915e-06,0.0,0.10124219738288298,0.0,0
" Chokhachian A, 2018, J BUILD ENG",0.00020483408439164277,6.528736838958447e-10,0.0,0.09624825030065257,0.0,0
" Lignarolo Lem, 2016, RENEW ENERG",0.00020483408439164277,0.00036154325136189487,0.0,0.10647532223942771,0.0,0
" Doekemeijer Bm, 2020, RENEW ENERG",0.00020483408439164277,5.201124680212222e-06,0.0,0.10096163788646469,0.0,0
" Platis A, 2022, BOUND-LAY METEOROL",0.00020483408439164277,0.0004301536967607035,0.0,0.1094496132720547,0.0,0
" Abkar M, 2014, J PHYS CONF SER",0.00020483408439164277,0.00041822110402086774,0.0,0.10776328278480454,0.0,0
" Sullivan Rg, 2011, WIND TURBINE VISIBIL",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Sebastian T, 2012, RENEW ENERG",0.00040966816878328555,0.0003126462212473832,0.0006671616348743719,0.11144846478712475,0.0005502417932146445,0
" Sarhan Ar, 2021, J ENVIRON HEALTH SCI",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
"Gkaintatzi-Masouti M1, 2021, J PHYS CONF SER",0.008603031544448997,2.658556091449204e-10,0.03731407822091405,0.08782155063860407,0.03687054383956704,1
" Kim H, 2021, IEEE ANTENN WIREL PR",0.00020483408439164277,2.700326954383561e-10,0.0,0.0802208455888394,0.0,0
" Stieren A, 2021, J PHYS CONF SER",0.00020483408439164277,0.0004301536967607035,0.0,0.1094496132720547,0.0,0
" Chougule A, 2015, WIND ENERGY",0.00020483408439164277,1.206713211012688e-05,0.0,0.11578323253883553,0.0,0
" Xiao Yj, 2021, J OCCUP ENVIRON MED",0.00020483408439164277,5.1862071358098774e-11,0.0,0.08165108461139636,0.0,0
" Dtu Computing Center, 2021, DTU COMPUTING CTR RE",0.00020483408439164277,2.1713007793381117e-05,0.0,0.12064151036647144,0.0,0
" Van Solingen E, 2015, THESIS TU DELF",0.00040966816878328555,9.925439448088552e-08,0.0008134611538306912,0.09965095629809557,0.0008134611538306908,0
" Van Kenhove E, 2019, J BUILD PERFORM SIMU",0.00020483408439164277,3.413564994552725e-06,0.0,0.11640716278404349,0.0,0
" Malik J, 2020, INDOOR AIR",0.00020483408439164277,8.800447255136043e-12,0.0,0.07049310519096094,0.0,0
" Fox Anthony D, 2019, DANSK ORNITOLOGISK FORENINGS TIDSSKRIFT",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Hargreaves Aj, 2015, COMPUT ENVIRON URBAN",0.00020483408439164277,4.5633353943200775e-12,0.0,0.07969441224962863,0.0,0
" Chacartegui R, 2016, ENERG CONVERS MANAGE",0.00020483408439164277,3.282950953174576e-12,0.0,0.07468828883959305,0.0,0
"De Schepper M, 2014, MATERIALS",0.00020483408439164277,1.6416471508558872e-16,0.0,0.04989524247534365,0.0,0
" Bock Ej, 1989, J COLLOID INTERF SCI",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Jing Sl, 2018, BUILD ENVIRON",0.00020483408439164277,7.127857020250209e-13,0.0,0.07085939881272044,0.0,0
" Trotta M, 2002, PHYS REV C",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Maali F, 2010, LECT NOTES COMPUT SC",0.00020483408439164277,2.597778270243503e-09,0.0,0.09305605855555343,0.0,0
" Kim M, 2019, J PHYS CONF SER",0.00020483408439164277,9.065669630396694e-15,0.0,0.06412125510592748,0.0,0
" Melander Mv, 1988, J FLUID MECH",0.00020483408439164277,4.292868599951365e-08,0.0,0.08920968478757424,0.0,0
"Bakhoday-Paskyabi M1, 2021, J PHYS CONF SER",0.0028676771814829987,0.00022264393524434336,0.004387548057402024,0.11622149216778556,0.004255184645669703,0
" Thiessen D, 1967, KOLLOID Z Z POLYM",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Kelberlau F, 2020, REMOTE SENS-BASEL",0.00020483408439164277,5.547028661339296e-10,0.0,0.08158831492220532,0.0,0
" Biljecki F, 2021, AUTOMAT CONSTR",0.00020483408439164277,1.941116922138592e-09,0.0,0.09277312201888908,0.0,0
" Przadka A, 2012, EXP FLUIDS",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Sakuma Y, 2020, 2020 SICE INTERNATIONAL SYMPOSIUM ON CONTROL SYSTEMS (SICE ISCS 2020)",0.00020483408439164277,8.787795807950864e-06,0.0,0.10504120317576436,0.0,0
" Bauchau Oa, 2001, MATH COMPUT MODEL",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Pena A, 2010, J APPL METEOROL CLIM",0.00040966816878328555,0.00044222082887083043,0.0034909596851390693,0.12224253198788092,0.003506591945750569,0
" [Anonymous], 2000, FLUIDS 200 C EX",0.00020483408439164277,1.5134227279183876e-05,0.0,0.10262986398705039,0.0,0
" Traber T, 2021, ENERGIES",0.00020483408439164277,0.0026586540056018114,0.0,0.09280486645756107,0.0,0
" Pegalajar-Jurado A, 2018, PUBLIC DEFINITION ",0.00020483408439164277,5.329145682889054e-06,0.0,0.10704027713828411,0.0,0
" Kerr Os, 2019, J FLUID MECH",0.00020483408439164277,1.164468863033975e-05,0.0,0.10424718669257543,0.0,0
" Sinha S, 2001, PHYS REV C",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Roe Pl, 1986, ANNU REV FLUID MECH",0.00020483408439164277,1.112229019164228e-05,0.0,0.10937605018483253,0.0,0
" Silva-Ortega M, 2017, J FLUID STRUCT",0.00020483408439164277,0.0003810757643651743,0.0,0.11382872065098278,0.0,0
" Kenward A, 2014, CLIAMTE CENTRAL",0.00020483408439164277,1.2515328795044264e-08,0.0,0.10552709508678641,0.0,0
" Chitnis M, 2013, ENERG POLICY",0.00040966816878328555,9.840334349436888e-12,0.0028171506013544272,0.0706502076670381,0.0028171506013544272,0
" Porter Ke, 2020, J FLUID STRUCT",0.00020483408439164277,2.017071358352763e-07,0.0,0.0973770818789269,0.0,0
" Fernandezniello J, 1989, COMPUT PHYS COMMUN",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Liu Zq, 2019, APPL SCI-BASEL",0.00020483408439164277,5.309042932978693e-08,0.0,0.10005943719128528,0.0,0
" Castell N, 2017, ENVIRON INT",0.00020483408439164277,1.0377821200412728e-09,0.0,0.09967944137043919,0.0,0
" Nik Vm, 2015, ENERG BUILDINGS",0.00020483408439164277,1.7080697665187024e-16,0.0,0.049898302312983575,0.0,0
" El Bahariya Ga, 2021, OVERVIEW CLASSIFICA",0.00020483408439164277,1.1178481519539743e-05,0.0,0.10443004128430555,0.0,0
" Rodrigues F, 2020, INNOV INFRASTRUCT SO",0.00020483408439164277,8.562556636067013e-12,0.0,0.08245646629621498,0.0,0
" Zeb Living Lab, U",0.00020483408439164277,1.1946553572742683e-09,0.0,0.0926217534007475,0.0,0
" Fuchs M, DYMOLA PYTHON INTER",0.00020483408439164277,2.323425688896374e-08,0.0,0.09504526428501898,0.0,0
" Salma V, 2018, AIRBORNE WIND ENERGY",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Colmenar-Santos A, 2015, RENEW SUST ENERG REV",0.00040966816878328555,0.052370152086956424,0.0031306965676589095,0.11359035808185393,0.0031306965676589095,0
" Troldborg N, 2008, THESIS TU DENMARK L",0.00020483408439164277,2.1713007793381117e-05,0.0,0.12064151036647144,0.0,0
" Goda Y, 2010, COAST ENG J",0.00020483408439164277,1.1049115238925728e-05,0.0,0.10558643510608387,0.0,0
"Agafonova O, 2016, J PHYS CONF SER",0.00020483408439164277,2.5331602491978744e-06,0.0,0.10124219738288298,0.0,0
" Deardorff Jw, 1972, J ATMOS SCI",0.00040966816878328555,3.325844017297286e-05,0.0012178556550239586,0.12381749473737605,0.0012381680110329183,0
"Dadmarzi Fh1, 2021, J PHYS CONF SER",0.0024580090126997134,8.271637725282711e-07,0.004501733640823664,0.0955905388471178,0.004501733640823664,0
" Khoder Mi, 2002, CHEMOSPHERE",0.00020483408439164277,7.657228340507367e-11,0.0,0.08153381097917398,0.0,0
" Love Aj, 2007, WATER RESOUR RES",0.00020483408439164277,1.164468863033975e-05,0.0,0.10424718669257543,0.0,0
" Schweiker M, 2020, BUILD ENVIRON",0.0006145022531749283,1.6564739585327815e-10,0.030211377177405033,0.09359842021511149,0.027772829381308296,0
" Melchers Re, 2018, STRUCTURAL RELIABIL",0.00020483408439164277,2.4179003458500904e-06,0.0,0.1055499102760902,0.0,0
" [Anonymous], 2022, ALPHAZERO SHEDDING ",0.00020483408439164277,3.413564994552725e-06,0.0,0.11640716278404349,0.0,0
" Offenhuber D, 2014, DECODING THE CITY: URBANISM IN THE AGE OF BIG DATA",0.00020483408439164277,6.969472216500429e-11,0.0,0.0909446545332613,0.0,0
" European Commission, 2020, ANN COMM DEL REG E",0.00020483408439164277,6.969472216500429e-11,0.0,0.0909446545332613,0.0,0
" Birge Jr, 2011, SPRINGER SER OPER RE",0.00020483408439164277,1.1946553572742683e-09,0.0,0.0926217534007475,0.0,0
" Rayleigh, 1917, P R SOC LOND A-CONTA",0.00020483408439164277,4.292868599951365e-08,0.0,0.08920968478757424,0.0,0
" Tran Tt, 2016, RENEW ENERG",0.00020483408439164277,6.204859851192692e-06,0.0,0.10836126340088341,0.0,0
" Riva R, 2020, J PHYS CONF SER",0.00020483408439164277,0.04971149808135461,0.0,0.11326357794121059,0.0,0
" Mukherjee A, 2007, PHYS REV C",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Mayol Ml, 2021, J PHYS CONF SER",0.00020483408439164277,0.0009668082491892344,0.0,0.1057007383029857,0.0,0
" Standards Institute Of Israel, 2015, SI 5281 SUSTAINABL",0.00020483408439164277,1.5521443211577202e-10,0.0,0.08883955380052044,0.0,0
" Godoy-Shimizu D, 2021, BUILDINGS CITIES",0.00020483408439164277,1.4519921424279566e-20,0.0,0.046110108899949945,0.0,0
" Park Wc, 1995, EXP FLUIDS",0.00020483408439164277,1.1095869852152626e-11,0.0,0.06783853262002362,0.0,0
"Carpenter B, 1985, J FLUID MECH",0.00020483408439164277,1.1095869852152626e-11,0.0,0.06783853262002362,0.0,0
" Djamel Alkama, 2008, ESSAI DANALYSE TYP",0.00020483408439164277,6.643795048809229e-12,0.0,0.0831955828973603,0.0,0
" Jiang Cl, 2018, EUR PHYS J A",0.00020483408439164277,3.5730463859147527e-13,0.0,0.062008611601529255,0.0,0
" Gonzalez H, 2021, PHYS REV APPL",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Wandinger U, 1998, APPL OPTICS",0.00020483408439164277,5.374920725003151e-08,0.0,0.08635969644973554,0.0,0
" For Standardization Io, 2005, 773020051115 IS",0.00020483408439164277,3.413564994552725e-06,0.0,0.11640716278404349,0.0,0
" Langevin D, 2021, ADV COLLOID INTERFAC",0.00020483408439164277,5.8390723026778256e-08,0.0,0.0909446545332613,0.0,0
" Roelofsen P, 2008, J FACIL MANAG",0.00020483408439164277,1.1747204770249805e-12,0.0,0.07914917073328902,0.0,0
" Epex Spot Market Data, INTRADAY AUCTIONS D",0.00020483408439164277,1.0349325710265272e-17,0.0,0.05070680002908215,0.0,0
" Vollmer L, 2016, WIND ENERGY SCI",0.00020483408439164277,1.2461330473394521e-05,0.0,0.10576943908832896,0.0,0
" Papantoniou S, 2016, ENERG BUILDINGS",0.00020483408439164277,1.1345059053813461e-07,0.0,0.11601435327107246,0.0,0
" Colmenares G, 2020, ENVIRON RES LETT",0.00020483408439164277,8.800447255136043e-12,0.0,0.07049310519096094,0.0,0
" Nygaard Ng, 2018, J PHYS CONF SER",0.00040966816878328555,0.0012470841817836384,0.00013195524085507493,0.11211390515558617,0.00013167716350740395,0
