ND,DC,EC,LC,CC,BC,FR
"Swart Aj1, 9999, INT J ELEC ENG EDUC",0.004182290164407268,4.284177094223776e-06,0.026955279703912566,0.12547500995258948,0.025295190432570808,0
"Shen Dn1, 9999, INT J ELEC ENG EDUC",0.002019036631093164,0.0002710292195251008,0.01532572025358174,0.13736133122028527,0.014114523106265512,0
"Wang N1, 9999, INT J ELEC ENG EDUC",0.0017306028266512834,3.0758910276895754e-08,0.0031704836822309007,0.08592104284900003,0.0031704836822309007,1
"Zhao Y21, 9999, INT J ELEC ENG EDUC",0.002019036631093164,9.178115350779219e-05,0.004123245256922439,0.1255704454907642,0.004326373445034195,1
"Niu Hb1, 9999, INT J ELEC ENG EDUC",0.0028843380444188056,6.726897287923737e-08,0.009492597172411986,0.10422992514204972,0.008926421883171864,0
"Zhang Fz1, 9999, INT J ELEC ENG EDUC",0.0027401211421978653,6.685310121417493e-08,0.009293595185794947,0.1131970745722868,0.009291953688937399,0
"Forcan M1, 2018, INT J ELEC ENG EDUC",0.0024516873377559848,1.1096980993334984e-06,0.004609948507514194,0.09611332889776003,0.004609948507514194,0
"Gao Yb1, 9999, INT J ELEC ENG EDUC",0.002595904239976925,1.084041372313338e-06,0.007429670062533192,0.11159392300759624,0.007295434732755751,0
"Chen Bq21, 9999, INT J ELEC ENG EDUC",0.002595904239976925,1.3513048037746526e-09,0.011207564961778672,0.09554912498277525,0.011207564961778672,0
"Che Sq1, 9999, INT J ELEC ENG EDUC",0.0049033746755119696,1.834739464321075e-05,0.009496349146936117,0.12426523297491039,0.009496349146936117,0
"Zhu Hy1, 9999, INT J ELEC ENG EDUC",0.002595904239976925,1.218951564151233e-07,0.004897716663481955,0.11762909683110538,0.004897716663481955,0
"Zhang L21, 9999, INT J ELEC ENG EDUC",0.001586385924430343,6.833057732294858e-08,0.020013761450141828,0.10085524784733535,0.020013761450141828,0
"Pei Jj1, 9999, INT J ELEC ENG EDUC",0.0028843380444188056,4.217732512721486e-08,0.005473128166328579,0.09509051014810752,0.005473128166328579,0
"Zhang Lp1, 9999, INT J ELEC ENG EDUC",0.0037496394577444473,1.1075621104233456e-06,0.04819298813956201,0.12047397317395232,0.050086104060587416,0
"Zhong Q21, 9999, INT J ELEC ENG EDUC",0.001009518315546582,1.5106898803731913e-08,0.004846723527393894,0.100697066511763,0.004388372423598532,1
"Lin Q1, 9999, INT J ELEC ENG EDUC",0.004182290164407268,6.88921162439741e-06,0.03489336586527283,0.12886080654153503,0.03735794412348299,0
"Zhao Y1, 9999, INT J ELEC ENG EDUC",0.0011537352177675222,4.6305489419646165e-08,0.008623434379187734,0.10285697332898211,0.008623434379187734,0
"Tang Hm1, 9999, INT J ELEC ENG EDUC",0.003028554946639746,0.0002448379466883912,0.05305939903725182,0.1373939922327019,0.05612158275843606,0
"Karvinen K1, 2019, INT J ELEC ENG EDUC",0.0038938563599653876,4.608629389130949e-08,0.007485757930858344,0.0872464643414364,0.007485757930858344,0
"Beiza J1, 2019, INT J ELEC ENG EDUC",0.0018748197288722237,1.1753506540518934e-06,0.0034584598533468243,0.0849775729797299,0.0034584598533468243,0
"Guo B41, 9999, INT J ELEC ENG EDUC",0.003172771848860686,0.00012072206114158149,0.006978731526363814,0.1330595640159656,0.007465845773170861,0
"Hossain E1, 9999, INT J ELEC ENG EDUC",0.0033169887510816265,6.36164653375641e-06,0.007580136464290513,0.1241673232576463,0.00832441281034461,0
"Cheng L1, 9999, INT J ELEC ENG EDUC",0.004182290164407268,0.00011852801264139699,0.03322522942423821,0.1407575819089765,0.03525722770310395,0
"He H1, 9999, INT J ELEC ENG EDUC",0.0049033746755119696,7.685093027506981e-06,0.02511596325829222,0.12508568748421547,0.025064533748253685,0
"Loreto-Gomez G1, 2019, INT J ELEC ENG EDUC",0.004182290164407268,2.6590925993190913e-07,0.030133229331860266,0.11201938610662358,0.02911410601751127,0
"Huang Lp1, 9999, INT J ELEC ENG EDUC",0.004038073262186328,1.2803254186033311e-06,0.031027621313296855,0.11416998715711134,0.02902739813091124,0
"Jiang Hj1, 9999, INT J ELEC ENG EDUC",0.002019036631093164,2.701214735760636e-10,0.0037463944214331155,0.08871999590562465,0.0037463944214331155,0
"Alfallaj Fs1, 9999, INT J ELEC ENG EDUC",0.009806749351023939,7.217864500738078e-06,0.01866255745222381,0.08546987476580219,0.01866255745222381,0
"Rai A1, 9999, INT J ELEC ENG EDUC",0.002595904239976925,4.311882687243475e-06,0.007964514464788134,0.11654565012773968,0.008450390483530731,0
"He Yq1, 9999, INT J ELEC ENG EDUC",0.0037496394577444473,1.8554189883325345e-07,0.008707015073366981,0.1201025392316486,0.008493965802629734,0
"Chen Gm1, 9999, INT J ELEC ENG EDUC",0.00533602538217479,2.7344038611438702e-08,0.026013043132232194,0.10121445670578619,0.026013043132232194,0
"Ma Fx1, 9999, INT J ELEC ENG EDUC",0.0023074704355350445,1.622512206433076e-05,0.005656779891961362,0.1287459616027331,0.006092873006754901,0
"Liu J21, 9999, INT J ELEC ENG EDUC",0.0038938563599653876,3.0988813264029914e-10,0.007485757930858344,0.08874952003071804,0.007485757930858344,1
"Xin B1, 9999, INT J ELEC ENG EDUC",0.0014421690222094028,5.073210189943185e-06,0.004313551237096728,0.12572070928672444,0.004700254896520339,1
"Kolimas L1, 9999, INT J ELEC ENG EDUC",0.004182290164407268,0.0005701782172593759,0.03383909125770585,0.12829336885731202,0.031776515781186475,0
"Yao L1, 9999, INT J ELEC ENG EDUC",0.002019036631093164,3.341882747568302e-09,0.009727418791786662,0.10448435898981376,0.009074946665556704,0
"Zhang Lq1, 9999, INT J ELEC ENG EDUC",0.004470723968849149,7.339073266205605e-08,0.008634916815366295,0.09699801359706796,0.008634916815366295,0
"Zhang Gl21, 9999, INT J ELEC ENG EDUC",0.0034612056533025667,4.402906557126332e-08,0.00662345193566624,0.09510094360324775,0.00662345193566624,0
"Chen B1, 9999, INT J ELEC ENG EDUC",0.0012979521199884625,3.4621032893109626e-06,0.005574959616614629,0.11417374695382994,0.005846155097095091,0
"Liu C1, 9999, INT J ELEC ENG EDUC",0.0014421690222094028,3.816468436941792e-08,0.0025944065309101566,0.09506443652316973,0.0025944065309101566,1
"Yadav D1, 2018, INT J ELEC ENG EDUC",0.002595904239976925,5.963568845687972e-06,0.006576855989859459,0.11365349942632355,0.006508316374056917,0
"Yi Dl1, 9999, INT J ELEC ENG EDUC",0.0027401211421978653,5.345142398695882e-06,0.006260819747426147,0.12593534326189612,0.00611879264866128,0
"Zhao Yh1, 9999, INT J ELEC ENG EDUC",0.002163253533314104,6.752900361330332e-10,0.0040342873864897735,0.09237450708728552,0.0040342873864897735,0
"Zheng Jf1, 9999, INT J ELEC ENG EDUC",0.002019036631093164,1.0882322103404882e-07,0.0037463944214331155,0.11507949679689315,0.0037463944214331155,0
"Oncel Af1, 2019, INT J ELEC ENG EDUC",0.002019036631093164,0.0002328829850031507,0.004138525959019779,0.11371687221201784,0.0041238648667831935,0
"Luo Jq1, 9999, INT J ELEC ENG EDUC",0.002163253533314104,1.2131318589899912e-06,0.005981190665063231,0.11989072549968878,0.006125392492218788,0
"Perotoni Mb1, 2019, INT J ELEC ENG EDUC",0.003605422555523507,0.00026127049362262967,0.010640557270917806,0.10340919259104603,0.010640557270917806,0
"Huang Yj1, 9999, INT J ELEC ENG EDUC",0.0023074704355350445,8.389673678965318e-06,0.017676177176075527,0.13096362331432024,0.017211268616539464,0
"Del Barrio Aa1, 9999, INT J ELEC ENG EDUC",0.0038938563599653876,6.157631439782087e-06,0.013198568979326968,0.1121462073427139,0.01314439568227271,0
"Kang R1, 2019, INT J ELEC ENG EDUC",0.001586385924430343,0.0007607005155320493,0.009854042685993672,0.13026978282107163,0.009989789195213839,0
"Jeyapriya J1, 9999, INT J ELEC ENG EDUC",0.0014421690222094028,1.1996372636808318e-07,0.008908238049369455,0.10332290269706453,0.009611814190269252,0
"Yu Sk1, 9999, INT J ELEC ENG EDUC",0.004038073262186328,6.285960368356301e-06,0.0336536531516128,0.12831236121391562,0.03271829233393465,0
"Priya Dt1, 9999, INT J ELEC ENG EDUC",0.006633977502163253,1.0066556954398616e-09,0.016942043360258396,0.08417091527069677,0.016942043360258396,0
"Gubsky D1, 2019, INT J ELEC ENG EDUC",0.0027401211421978653,3.504554342035882e-07,0.006914134237178525,0.10348635902334188,0.006721131595600258,0
"Allamsetty S1, 9999, INT J ELEC ENG EDUC",0.0027401211421978653,0.00783563324306011,0.07833137155043332,0.14719993206810172,0.08319896404107904,0
"Baskys A1, 9999, INT J ELEC ENG EDUC",0.003605422555523507,3.632402403896044e-06,0.006910928870426574,0.09009641121592474,0.006910928870426574,0
"Stephens G1, 9999, INT J ELEC ENG EDUC",0.004038073262186328,2.8123322699474832e-06,0.010149733750017455,0.12443471394731175,0.011390022450721182,0
"Raczynski M1, 9999, INT J ELEC ENG EDUC",0.0014421690222094028,2.4706923750046337e-07,0.0114230460797419,0.12164485456650644,0.010616103386607605,0
"She Wj1, 9999, INT J ELEC ENG EDUC",0.0038938563599653876,3.6889923684519882e-06,0.0159201238171804,0.1087891054002322,0.014830670690556921,0
"Xilin L1, 9999, INT J ELEC ENG EDUC",0.0027401211421978653,5.40123341992796e-06,0.01854545575856138,0.13068717252817671,0.017862629800770094,0
"Peng Tb1, 9999, INT J ELEC ENG EDUC",0.0033169887510816265,7.957380866604621e-08,0.006335933397876274,0.09951491144981199,0.006335933397876274,0
"Yile Dl1, 9999, INT J ELEC ENG EDUC",0.002019036631093164,1.0081405959482785e-11,0.0037463944214331155,0.07208499667332002,0.0037463944214331155,0
"Tous R1, 9999, INT J ELEC ENG EDUC",0.003028554946639746,3.3841836197653155e-07,0.005760771513207443,0.09529175713932331,0.005760771513207443,0
"Zeng Ly1, 9999, INT J ELEC ENG EDUC",0.0027401211421978653,3.442599649820465e-06,0.050386312279180515,0.12066685229012947,0.04761094487186663,0
"Alqahtani A21, 2018, INT J ELEC ENG EDUC",0.002019036631093164,0.0004889696763340424,0.008596459817233022,0.11581373597006948,0.008366058189537395,0
"Qin Mc1, 9999, INT J ELEC ENG EDUC",0.001586385924430343,3.597979990539191e-08,0.007480099918828329,0.1061770740820139,0.007480099918828329,0
"Li Q1, 9999, INT J ELEC ENG EDUC",0.004326507066628208,4.842679866073456e-06,0.03843971452737009,0.13472972447829634,0.03784683978797439,0
"Liu Jj21, 9999, INT J ELEC ENG EDUC",0.0024516873377559848,2.9616299272513426e-06,0.004609948507514194,0.09845236404941077,0.004609948507514194,0
"Eken S1, 2020, INT J ELEC ENG EDUC",0.00519180847995385,0.00039079636460063777,0.04907494979358858,0.1332846378594495,0.0474295213391306,0
"Zhang Ym1, 9999, INT J ELEC ENG EDUC",0.0033169887510816265,0.00020349350462121112,0.01687610799380307,0.13785836414966798,0.018595817713834922,0
"Huang Pt1, 9999, INT J ELEC ENG EDUC",0.0008653014133256417,1.0865753070840608e-06,0.0031597398831231145,0.12654208336374917,0.003870916152521623,0
"Wang Zc1, 9999, INT J ELEC ENG EDUC",0.004759157773291029,7.5456390582657916e-06,0.06194467074881437,0.1345206223567299,0.06207989492295249,0
"Wang H21, 9999, INT J ELEC ENG EDUC",0.0049033746755119696,4.0602062147907014e-06,0.0152037439433755,0.12345986753080265,0.014251045787147884,0
"Shen L1, 9999, INT J ELEC ENG EDUC",0.0024516873377559848,4.0128643192680564e-08,0.0028829027398964858,0.09146068008547234,0.0028829027398964858,1
"Ma Cb1, 9999, INT J ELEC ENG EDUC",0.002595904239976925,9.65947631391241e-05,0.008181420596112925,0.12944778404211627,0.008777019663042238,0
"Orji Ct1, 2018, INT J ELEC ENG EDUC",0.01644072685318719,0.7051055416947386,0.048306518583167986,0.13319247022666156,0.04849158250623834,0
"Li Q21, 9999, INT J ELEC ENG EDUC",0.0023074704355350445,4.047508405044471e-08,0.0043221387485168,0.09508007898200965,0.0043221387485168,1
"Iskrenovic-Momcilovic O1, 2018, INT J ELEC ENG EDUC",0.0037496394577444473,2.4822534326632663e-08,0.007198364202157275,0.09369510580223225,0.007198364202157275,0
"Li Xl1, 9999, INT J ELEC ENG EDUC",0.0028843380444188056,4.582100012604844e-06,0.008143103893995593,0.1182469304229195,0.008494340803759404,0
"Delgado C1, 9999, INT J ELEC ENG EDUC",0.0033169887510816265,9.122095879506388e-06,0.12277542380391147,0.14758843812523945,0.11780398061986921,0
"Li Sp1, 9999, INT J ELEC ENG EDUC",0.0024516873377559848,2.783648652756796e-10,0.004609948507514194,0.08872680742162509,0.004609948507514194,0
"Dou Q1, 9999, INT J ELEC ENG EDUC",0.004614940871070089,7.0328069840686535e-06,0.035879846234855864,0.12568880510440836,0.036078768445705484,0
"Yao F1, 9999, INT J ELEC ENG EDUC",0.002019036631093164,1.0882322103404882e-07,0.0037463944214331155,0.11507949679689315,0.0037463944214331155,0
"Xue J1, 9999, INT J ELEC ENG EDUC",0.004038073262186328,1.8437001240342203e-05,0.009108250436329771,0.1288033584723409,0.00954434355112345,1
"Bilu Ac1, 9999, INT J ELEC ENG EDUC",0.001009518315546582,1.0059045141084457e-07,0.0017299787812067966,0.10776116619525689,0.0017299787812067966,0
"Zhai Zw1, 9999, INT J ELEC ENG EDUC",0.003172771848860686,3.7054885162250554e-07,0.005921024882023232,0.10834036436361363,0.005914383809298753,0
"Liu Y1, 9999, INT J ELEC ENG EDUC",0.004470723968849149,4.571180604503638e-09,0.010243860162482302,0.08985822771687012,0.010133670674462183,0
"Deepa A1, 9999, INT J ELEC ENG EDUC",0.002595904239976925,4.247596424105817e-08,0.00977704478786636,0.09527342676559494,0.00977704478786636,0
"Dong Dd1, 9999, INT J ELEC ENG EDUC",0.0023074704355350445,1.7667555092975147e-08,0.0043221387485168,0.08914429702766635,0.0043221387485168,0
"Scher Ad1, 2018, INT J ELEC ENG EDUC",0.0018748197288722237,2.755315677430582e-06,0.0034584598533468243,0.08574254977123778,0.0034584598533468243,0
"Li P1, 9999, INT J ELEC ENG EDUC",0.0037496394577444473,0.00010930388922520423,0.028582993827567335,0.13796808468303554,0.02731170394837813,0
"Haidar Ama1, 2021, INT J ELEC ENG EDUC",0.0037496394577444473,0.008897109364057295,0.01966586764878317,0.11632666756140116,0.02022667773573781,0
"Kucuk K1, 9999, INT J ELEC ENG EDUC",0.0034612056533025667,0.0002621929281557112,0.010066123439267544,0.10065613749854836,0.010066123439267544,0
"Freeborn Tj1, 2019, INT J ELEC ENG EDUC",0.0017306028266512834,3.911876082849046e-06,0.0031704836822309007,0.12030257816024151,0.0031704836822309007,0
"Leboeuf Rl1, 2018, INT J ELEC ENG EDUC",0.0059128929910585515,0.030541873551815507,0.11386998162051791,0.1400638306467903,0.1162073249715221,0
"Cao D1, 9999, INT J ELEC ENG EDUC",0.0038938563599653876,1.0194465476353337e-07,0.017771803861520608,0.09692750705918533,0.01783916241476755,0
"Yao Yb1, 9999, INT J ELEC ENG EDUC",0.003028554946639746,7.219608109843278e-08,0.005653974542662431,0.1034832701549115,0.005623148779185783,0
"Yan Qy1, 9999, INT J ELEC ENG EDUC",0.0023074704355350445,2.0050790146551787e-09,0.0043221387485168,0.09492908383987733,0.0043221387485168,0
"Lu Jy1, 9999, INT J ELEC ENG EDUC",0.0024516873377559848,4.2429311241901297e-07,0.005895938829387632,0.11184231749411272,0.005629247046638699,0
"Nair Rkr1, 9999, INT J ELEC ENG EDUC",0.0028843380444188056,9.762093566899013e-05,0.007688893438202125,0.12575719104791613,0.008030194540677013,0
"Su Zq1, 9999, INT J ELEC ENG EDUC",0.0024516873377559848,3.136517005958487e-06,0.004609948507514194,0.10703590503534932,0.004609948507514194,0
"Pang J1, 9999, INT J ELEC ENG EDUC",0.0017306028266512834,2.5901552170321407e-08,0.03350762090537262,0.10745389741205641,0.03350762090537262,0
"Swart Aj21, 2018, INT J ELEC ENG EDUC",0.006345543697721372,2.0769036337812988e-07,0.011851147012023723,0.1063105605298663,0.011841060805324871,0
"Fu Lm1, 9999, INT J ELEC ENG EDUC",0.0023074704355350445,3.1870303828595767e-06,0.0041480795341676995,0.1035018061318924,0.004113633417587254,0
"Xiao M21, 9999, INT J ELEC ENG EDUC",0.0038938563599653876,1.6450709674104735e-07,0.014608676443930007,0.10437426618899961,0.01430666788899959,0
"Luo G1, 2019, INT J ELEC ENG EDUC",0.0014421690222094028,5.9061980383984086e-08,0.0025944065309101566,0.09164926379232864,0.0025944065309101566,0
"Shi Y21, 9999, INT J ELEC ENG EDUC",0.0017306028266512834,0.00036796080344173813,0.04745002371368437,0.1437932893699971,0.04887995075736971,1
"Kleinschmidt Jh1, 9999, INT J ELEC ENG EDUC",0.0028843380444188056,0.007892464695093067,0.05508569109503534,0.12568880510440836,0.0548789763108801,0
"Gao Jz1, 9999, INT J ELEC ENG EDUC",0.003172771848860686,9.969120837794336e-05,0.008264221734989488,0.1257663147966772,0.008605522837464397,0
"Yu Jc1, 9999, INT J ELEC ENG EDUC",0.003172771848860686,4.223397365090239e-06,0.008712963124274367,0.11788507310438626,0.008652467624108194,0
"Liang Y1, 9999, INT J ELEC ENG EDUC",0.00519180847995385,3.275681195948138e-05,0.08013109770570748,0.1374375644176643,0.09065963514025867,0
"Gonzalez Jm1, 9999, INT J ELEC ENG EDUC",0.0024516873377559848,0.00031442733603272377,0.04246329662644829,0.12556135013762132,0.04123675744157026,0
"Wang Sw21, 9999, INT J ELEC ENG EDUC",0.006778194404384193,9.128255687068406e-06,0.013224895868656905,0.1246046578493387,0.013224895868656905,0
"Zhang Cl1, 9999, INT J ELEC ENG EDUC",0.004326507066628208,1.3576237713334383e-07,0.008347689498783756,0.11740205208086418,0.008347689498783756,0
"Oliveira Tl1, 9999, INT J ELEC ENG EDUC",0.0049033746755119696,1.322831843271655e-05,0.04389308450857053,0.13283524904214558,0.042114062748142965,0
"Xu Hh1, 9999, INT J ELEC ENG EDUC",0.0033169887510816265,0.00010075962657833466,0.008551823478838722,0.12577087716752522,0.00889312458131364,0
